Topic,Emojis,Clean Emojis
car police home school told fire gun door house drive back road time kill run people child night story wild,"['💕', '❤️\u200d🔥', '❤', '💚', '🖤', '🤍', '💯', '👋', '🤚', '✋', '👌', '✌', '🤙', '🤛', '🤜', '🙌', '👐', '✍', '🧒', '🧑', '👨', '👨\u200d🦰', '👨\u200d🦳', '👩', '👩\u200d🦰', '🧑\u200d🦰', '👩\u200d🦳', '🧑\u200d🦳', '🧓', '👴', '👵', '💁', '💁\u200d♂️', '💁\u200d♀️', '🙋', '🙋\u200d♂️', '🙋\u200d♀️', '🙇\u200d♂️', '🤦', '🤦\u200d♂️', '🤦\u200d♀️', '👨\u200d⚕️', '👩\u200d⚕️', '👨\u200d🎓', '👩\u200d🎓', '👨\u200d🏫', '👩\u200d🏫', '👨\u200d⚖️', '👨\u200d🌾', '👨\u200d🍳', '👨\u200d🏭', '👩\u200d🏭', '🧑\u200d💼', '👨\u200d💼', '👩\u200d💼', '👨\u200d✈️', '👩\u200d✈️', '👮', '👮\u200d♂️', '👮\u200d♀️', '💂\u200d♂️', '💂\u200d♀️', '👷\u200d♂️', '👷\u200d♀️', '👩\u200d🍼', '👨\u200d🍼', '🧑\u200d🍼', '🦸\u200d♂️', '🦸\u200d♀️', '🦹\u200d♂️', '🦹\u200d♀️', '🧙\u200d♂️', '🧙\u200d♀️', '💆', '💆\u200d♂️', '💆\u200d♀️', '💇', '💇\u200d♂️', '💇\u200d♀️', '🚶', '🚶\u200d♂️', '🚶\u200d♀️', '🧍', '🧍\u200d♂️', '🧍\u200d♀️', '🧑\u200d🦯', '👨\u200d🦯', '👩\u200d🦯', '🏃', '🏃\u200d♂️', '🏃\u200d♀️', '🕺', '🧖', '🧖\u200d♂️', '🧖\u200d♀️', '🧗\u200d♂️', '🧗\u200d♀️', '🤺', '🚣', '🚣\u200d♂️', '🚣\u200d♀️', '⛹️\u200d♂️', '⛹️\u200d♀️', '🏋️\u200d♂️', '🤽', '🤽\u200d♂️', '🤽\u200d♀️', '🛀', '🛌', '🧑\u200d🤝\u200d🧑', '👭', '👫', '👬', '👩\u200d❤️\u200d💋\u200d👨', '👨\u200d❤️\u200d💋\u200d👨', '💑', '👩\u200d❤️\u200d👨', '👨\u200d❤️\u200d👨', '👩\u200d❤️\u200d👩', '👨\u200d👩\u200d👦', '👨\u200d👩\u200d👧', '👨\u200d👩\u200d👧\u200d👦', '👨\u200d👩\u200d👦\u200d👦', '👨\u200d👩\u200d👧\u200d👧', '👨\u200d👨\u200d👦', '👨\u200d👨\u200d👧', '👨\u200d👨\u200d👧\u200d👦', '👨\u200d👨\u200d👦\u200d👦', '👨\u200d👨\u200d👧\u200d👧', '👩\u200d👩\u200d👦', '👩\u200d👩\u200d👧', '👩\u200d👩\u200d👧\u200d👦', '👩\u200d👩\u200d👦\u200d👦', '👩\u200d👩\u200d👧\u200d👧', '👨\u200d👦', '👨\u200d👦\u200d👦', '👨\u200d👧', '👨\u200d👧\u200d👦', '👨\u200d👧\u200d👧', '👩\u200d👦', '👩\u200d👦\u200d👦', '👩\u200d👧', '👩\u200d👧\u200d👦', '👩\u200d👧\u200d👧', '🗣', '🫂', '🐶', '🐕\u200d🦺', '🐴', '🐥', '🏘', '🏠', '🏡', '🏢', '🏣', '🏤', '🏩', '🌃', '🌉', '🚃', '🚄', '🚅', '🚒', '🚓', '🚔', '🏎', '🚏', '🚨', '🛑', '🕐', '🕜', '🕑', '🕝', '🕒', '🕞', '🕓', '🕔', '🕕', '🕖', '🕗', '🕘', '🌑', '🌓', '🌗', '🌚', '🌛', '🌜', '🌝', '🌠', '🌤', '🌥', '🔥', '🎽', '🎲', '👚', '📕', '📖', '💰', '📫', '📬', '🗝', '🚪', '🚹', '🚺', '🚸', '↔', '🔙', '🔯', '⏭', '⏮', '❓', '❔', '☑', '✔', '✴', '🈂', '🈶', '🈚', '🈴', '🈺', '⬛', '⬜', '◽', '▪', '▫']","['two heart', 'heart fire', 'red heart', 'green heart', 'black heart', 'white heart', 'hundred point', 'wave hand', 'raise back hand', 'raise hand', 'ok hand', 'victory hand', 'call hand', 'left face fist', 'right face fist', 'raise hand', 'open hand', 'write hand', 'child', 'person', 'man', 'man red hair', 'man white hair', 'woman', 'woman red hair', 'person red hair', 'woman white hair', 'person white hair', 'old person', 'old man', 'old woman', 'person tip hand', 'man tip hand', 'woman tip hand', 'person raise hand', 'man raise hand', 'woman raise hand', 'man bow', 'person', 'man', 'woman', 'man health worker', 'woman health worker', 'man student', 'woman student', 'man teacher', 'woman teacher', 'man judge', 'man farmer', 'man cook', 'man factory worker', 'woman factory worker', 'office worker', 'man office worker', 'woman office worker', 'man pilot', 'woman pilot', 'police officer', 'man police officer', 'woman police officer', 'man guard', 'woman guard', 'man construction worker', 'woman construction worker', 'woman feed baby', 'man feed baby', 'person feed baby', 'man', 'woman', 'man', 'woman', 'man', 'woman', 'person get massage', 'man get massage', 'woman get massage', 'person get haircut', 'man get haircut', 'woman get haircut', 'person walk', 'man walk', 'woman walk', 'person stand', 'man stand', 'woman stand', 'person white cane', 'man white cane', 'woman white cane', 'person run', 'man run', 'woman run', 'man dance', 'person steamy room', 'man steamy room', 'woman steamy room', 'man climb', 'woman climb', 'person fence', 'person row boat', 'man row boat', 'woman row boat', 'man bounce ball', 'woman bounce ball', 'man lift weight', 'person play water polo', 'man play water polo', 'woman play water polo', 'person take bath', 'person bed', 'people hold hand', 'woman hold hand', 'woman man hold hand', 'men hold hand', 'kiss woman man', 'kiss man man', 'couple heart', 'couple heart woman man', 'couple heart man man', 'couple heart woman woman', 'family man woman boy', 'family man woman girl', 'family man woman girl boy', 'family man woman boy boy', 'family man woman girl girl', 'family man man boy', 'family man man girl', 'family man man girl boy', 'family man man boy boy', 'family man man girl girl', 'family woman woman boy', 'family woman woman girl', 'family woman woman girl boy', 'family woman woman boy boy', 'family woman woman girl girl', 'family man boy', 'family man boy boy', 'family man girl', 'family man girl boy', 'family man girl girl', 'family woman boy', 'family woman boy boy', 'family woman girl', 'family woman girl boy', 'family woman girl girl', 'speak head', 'people hug', 'dog face', 'service dog', 'horse face', 'front face baby chick', 'house', 'house', 'house garden', 'office building', 'japanese post office', 'post office', 'love hotel', 'night star', 'bridge night', 'railway car', 'high speed train', 'bullet train', 'fire engine', 'police car', 'oncoming police car', 'race car', 'bus stop', 'police car light', 'stop sign', 'one clock', 'one thirty', 'two clock', 'two thirty', 'three clock', 'three thirty', 'four clock', 'five clock', 'six clock', 'seven clock', 'eight clock', 'nine clock', 'new moon', 'first quarter moon', 'last quarter moon', 'new moon face', 'first quarter moon face', 'last quarter moon face', 'full moon face', 'shoot star', 'sun behind small cloud', 'sun behind large cloud', 'fire', 'run shirt', 'game die', 'woman clothes', 'close book', 'open book', 'money bag', 'close mailbox raise flag', 'open mailbox raise flag', 'old key', 'door', 'men room', 'woman room', 'child cross', 'left right arrow', 'back arrow', 'dot six point star', 'next track button', 'last track button', 'red question mark', 'white question mark', 'check box check', 'check mark', 'eight point star', 'japanese service charge button', 'japanese free charge button', 'japanese free charge button', 'japanese passing grade button', 'japanese open business button', 'black large square', 'white large square', 'white medium small square', 'black small square', 'white small square']"
gently caress thing love cool people stuff guy weird kind find make pretty guess dream lot day bad dude talk,"['😻', '🙈', '🙉', '🙊', '💌', '🗯', '💭', '🤚', '✋', '👌', '🤟', '🤙', '🤜', '🙌', '✍', '🧑', '👱', '👨', '👨\u200d🦰', '👨\u200d🦳', '👩\u200d🦰', '🧑\u200d🦰', '👩\u200d🦳', '🧑\u200d🦳', '🧓', '👴', '🙅', '🙆', '🙆\u200d♂️', '🙆\u200d♀️', '💁', '💁\u200d♂️', '💁\u200d♀️', '🙋', '🙋\u200d♂️', '🙋\u200d♀️', '🤦', '🤦\u200d♂️', '🤷', '👨\u200d🍳', '👩\u200d🍼', '👨\u200d🍼', '🧑\u200d🍼', '🦸\u200d♂️', '🦹\u200d♂️', '🧙\u200d♂️', '💆', '💆\u200d♂️', '💆\u200d♀️', '💇', '💇\u200d♂️', '💇\u200d♀️', '🚶', '🚶\u200d♂️', '🚶\u200d♀️', '🧍', '🧍\u200d♂️', '🧍\u200d♀️', '🏃', '🏃\u200d♂️', '🏃\u200d♀️', '🕺', '👯', '🧖', '🧖\u200d♂️', '🧖\u200d♀️', '🧗', '🧗\u200d♂️', '🏄', '🏄\u200d♂️', '⛹', '⛹️\u200d♂️', '⛹️\u200d♀️', '🤽', '🤽\u200d♂️', '🤽\u200d♀️', '🛀', '🛌', '🧑\u200d🤝\u200d🧑', '👭', '👫', '👬', '👩\u200d❤️\u200d💋\u200d👨', '👨\u200d❤️\u200d💋\u200d👨', '👩\u200d❤️\u200d💋\u200d👩', '💑', '👩\u200d❤️\u200d👨', '👨\u200d❤️\u200d👨', '👩\u200d❤️\u200d👩', '👨\u200d👩\u200d👦', '👨\u200d👩\u200d👧', '👨\u200d👩\u200d👧\u200d👦', '👨\u200d👩\u200d👦\u200d👦', '👨\u200d👩\u200d👧\u200d👧', '👨\u200d👨\u200d👦', '👨\u200d👨\u200d👧', '👨\u200d👨\u200d👧\u200d👦', '👨\u200d👨\u200d👦\u200d👦', '👨\u200d👨\u200d👧\u200d👧', '👩\u200d👩\u200d👦', '👩\u200d👩\u200d👧', '👩\u200d👩\u200d👧\u200d👦', '👩\u200d👩\u200d👦\u200d👦', '👩\u200d👩\u200d👧\u200d👧', '👨\u200d👦', '👨\u200d👦\u200d👦', '👨\u200d👧', '👨\u200d👧\u200d👦', '👨\u200d👧\u200d👧', '👩\u200d👦', '👩\u200d👦\u200d👦', '👩\u200d👧', '👩\u200d👧\u200d👦', '👩\u200d👧\u200d👧', '🫂', '🐶', '🐥', '🌭', '🏩', '🎲', '👚', '📕', '💰', '🚹', '🚺', '▶', '⏭', '⏯', '⏮', '🆒', '🆗']","['smile cat heart eye', 'see evil monkey', 'hear evil monkey', 'speak evil monkey', 'love letter', 'right anger bubble', 'thought balloon', 'raise back hand', 'raise hand', 'ok hand', 'love gesture', 'call hand', 'right face fist', 'raise hand', 'write hand', 'person', 'person blond hair', 'man', 'man red hair', 'man white hair', 'woman red hair', 'person red hair', 'woman white hair', 'person white hair', 'old person', 'old man', 'person gesture', 'person gesture ok', 'man gesture ok', 'woman gesture ok', 'person tip hand', 'man tip hand', 'woman tip hand', 'person raise hand', 'man raise hand', 'woman raise hand', 'person', 'man', 'person shrug', 'man cook', 'woman feed baby', 'man feed baby', 'person feed baby', 'man', 'man', 'man', 'person get massage', 'man get massage', 'woman get massage', 'person get haircut', 'man get haircut', 'woman get haircut', 'person walk', 'man walk', 'woman walk', 'person stand', 'man stand', 'woman stand', 'person run', 'man run', 'woman run', 'man dance', 'people bunny ear', 'person steamy room', 'man steamy room', 'woman steamy room', 'person climb', 'man climb', 'person surf', 'man surf', 'person bounce ball', 'man bounce ball', 'woman bounce ball', 'person play water polo', 'man play water polo', 'woman play water polo', 'person take bath', 'person bed', 'people hold hand', 'woman hold hand', 'woman man hold hand', 'men hold hand', 'kiss woman man', 'kiss man man', 'kiss woman woman', 'couple heart', 'couple heart woman man', 'couple heart man man', 'couple heart woman woman', 'family man woman boy', 'family man woman girl', 'family man woman girl boy', 'family man woman boy boy', 'family man woman girl girl', 'family man man boy', 'family man man girl', 'family man man girl boy', 'family man man boy boy', 'family man man girl girl', 'family woman woman boy', 'family woman woman girl', 'family woman woman girl boy', 'family woman woman boy boy', 'family woman woman girl girl', 'family man boy', 'family man boy boy', 'family man girl', 'family man girl boy', 'family man girl girl', 'family woman boy', 'family woman boy boy', 'family woman girl', 'family woman girl boy', 'family woman girl girl', 'people hug', 'dog face', 'front face baby chick', 'hot dog', 'love hotel', 'game die', 'woman clothes', 'close book', 'money bag', 'men room', 'woman room', 'play button', 'next track button', 'play pause button', 'last track button', 'cool button', 'ok button']"
state quote american country year america vote people president world government accord war case attack official include force trump law,"['💕', '❤️\u200d🔥', '🗨', '👋', '🤚', '✋', '✌', '🤙', '🤜', '🙌', '👐', '✍', '🧓', '👴', '💁', '💁\u200d♂️', '🙋', '🙋\u200d♂️', '🙋\u200d♀️', '👨\u200d⚕️', '👩\u200d⚕️', '👨\u200d🎓', '👨\u200d⚖️', '🧑\u200d💼', '👨\u200d💼', '👩\u200d💼', '👮\u200d♂️', '👮\u200d♀️', '💂\u200d♂️', '👷\u200d♂️', '👷\u200d♀️', '🧍', '🧍\u200d♂️', '🧍\u200d♀️', '🏃', '🏃\u200d♂️', '🏃\u200d♀️', '🤼', '🛀', '🧑\u200d🤝\u200d🧑', '👭', '👫', '👬', '👩\u200d❤️\u200d👨', '👨\u200d❤️\u200d👨', '🗣', '🌍', '🌎', '🌏', '🗺', '🏞', '🏢', '🏣', '🏤', '🚨', '🛑', '🕐', '🕜', '🌑', '🌗', '🌚', '🌛', '🌜', '🌝', '🎖', '🏈', '📕', '📖', '📄', '💸', '🗝', '☮', '🔯', '⏮', '❓', '❔', '💲', '✴', '™', '🈂', '🈶', '🈚', '🈺', '🇦🇪', '🇦🇫']","['two heart', 'heart fire', 'left speech bubble', 'wave hand', 'raise back hand', 'raise hand', 'victory hand', 'call hand', 'right face fist', 'raise hand', 'open hand', 'write hand', 'old person', 'old man', 'person tip hand', 'man tip hand', 'person raise hand', 'man raise hand', 'woman raise hand', 'man health worker', 'woman health worker', 'man student', 'man judge', 'office worker', 'man office worker', 'woman office worker', 'man police officer', 'woman police officer', 'man guard', 'man construction worker', 'woman construction worker', 'person stand', 'man stand', 'woman stand', 'person run', 'man run', 'woman run', 'people wrestling', 'person take bath', 'people hold hand', 'woman hold hand', 'woman man hold hand', 'men hold hand', 'couple heart woman man', 'couple heart man man', 'speak head', 'globe show europe africa', 'globe show america', 'globe show asia australia', 'world map', 'national park', 'office building', 'japanese post office', 'post office', 'police car light', 'stop sign', 'one clock', 'one thirty', 'new moon', 'last quarter moon', 'new moon face', 'first quarter moon face', 'last quarter moon face', 'full moon face', 'military medal', 'american football', 'close book', 'open book', 'page face', 'money wing', 'old key', 'peace symbol', 'dot six point star', 'last track button', 'red question mark', 'white question mark', 'heavy dollar sign', 'eight point star', 'trade mark', 'japanese service charge button', 'japanese free charge button', 'japanese free charge button', 'japanese open business button', 'flag united arab emirate', 'flag afghanistan']"
wear back water face head hair hot black hole fat side large wall make big light color eye plant high,"['😻', '💗', '💕', '💔', '❤️\u200d🔥', '❤', '🧡', '💛', '💚', '💙', '💜', '🤎', '🖤', '🤍', '👁️\u200d🗨️', '🗯', '👋', '🤚', '✋', '👌', '🤙', '🤛', '🤜', '🙌', '👐', '👀', '👁', '👱', '👨', '👨\u200d🦰', '👨\u200d🦱', '👨\u200d🦳', '👩\u200d🦰', '🧑\u200d🦰', '👩\u200d🦱', '🧑\u200d🦱', '👩\u200d🦳', '🧑\u200d🦳', '👱\u200d♀️', '👱\u200d♂️', '👴', '💁', '💁\u200d♂️', '💁\u200d♀️', '🙋', '🙋\u200d♂️', '🙋\u200d♀️', '🙇', '🙇\u200d♂️', '🙇\u200d♀️', '🤦\u200d♂️', '👨\u200d🍳', '👨\u200d💼', '👳', '👳\u200d♂️', '👳\u200d♀️', '👩\u200d🍼', '👨\u200d🍼', '🧑\u200d🍼', '🦸\u200d♂️', '🦹\u200d♂️', '🧙\u200d♂️', '💆', '💆\u200d♂️', '💆\u200d♀️', '💇', '💇\u200d♂️', '💇\u200d♀️', '🚶\u200d♂️', '🚶\u200d♀️', '🧍', '🧍\u200d♂️', '🧍\u200d♀️', '🧑\u200d🦯', '👨\u200d🦯', '👩\u200d🦯', '🏃', '🏃\u200d♂️', '🏃\u200d♀️', '🕺', '👯', '🧖\u200d♂️', '🧗\u200d♂️', '🚣\u200d♂️', '⛹', '⛹️\u200d♂️', '⛹️\u200d♀️', '🏋', '🏋️\u200d♂️', '🏋️\u200d♀️', '🤽', '🤽\u200d♂️', '🤽\u200d♀️', '🛀', '🛌', '🧑\u200d🤝\u200d🧑', '👭', '👫', '👬', '👨\u200d❤️\u200d💋\u200d👨', '💑', '👩\u200d❤️\u200d👨', '👨\u200d❤️\u200d👨', '👩\u200d❤️\u200d👩', '👨\u200d👩\u200d👦', '👨\u200d👩\u200d👧', '👨\u200d👩\u200d👧\u200d👦', '👨\u200d👩\u200d👦\u200d👦', '👨\u200d👩\u200d👧\u200d👧', '👨\u200d👨\u200d👦', '👨\u200d👨\u200d👧', '👨\u200d👨\u200d👧\u200d👦', '👨\u200d👨\u200d👦\u200d👦', '👨\u200d👨\u200d👧\u200d👧', '👨\u200d👦', '👨\u200d👧', '👨\u200d👧\u200d👦', '👨\u200d👧\u200d👧', '🗣', '🦰', '🦳', '🐵', '🐶', '🐱', '🐈\u200d⬛', '🐯', '🐴', '🐮', '🐃', '🐷', '🐭', '🐰', '🐥', '🐲', '💮', '🍎', '🍏', '🥩', '🌭', '🍦', '♨', '🚄', '🚨', '🚥', '🚦', '🛩', '🕐', '🌑', '🌓', '🌕', '🌗', '🌚', '🌛', '🌜', '🌝', '🌞', '⛅', '🌤', '🌥', '🌦', '🌬', '☔', '🌊', '🎽', '🎱', '♥', '🎴', '🩳', '👚', '👞', '👒', '🎩', '🪘', '🏮', '📕', '📖', '📗', '📘', '📙', '📄', '💰', '📪', '📭', '🩸', '🚹', '🚺', '🚾', '↔', '↩', '↪', '🔙', '🔯', '⏭', '⏮', '❓', '❔', '💲', '⭕', '✴', '🅰', '🅱', '🆕', '🅾', '🈂', '🈷', '🈶', '🈚', '🈴', '🈺', '🔴', '🟡', '🟢', '🔵', '🟤', '⚫', '⚪', '🟥', '🟨', '🟩', '🟦', '🟫', '⬛', '⬜', '◼', '◻', '◾', '◽', '▪', '▫', '🔶', '🔷', '🔸', '🔹', '🔺', '🔻', '🔳', '🔲', '🏴', '🏳']","['smile cat heart eye', 'grow heart', 'two heart', 'broken heart', 'heart fire', 'red heart', 'orange heart', 'yellow heart', 'green heart', 'blue heart', 'purple heart', 'brown heart', 'black heart', 'white heart', 'eye speech bubble', 'right anger bubble', 'wave hand', 'raise back hand', 'raise hand', 'ok hand', 'call hand', 'left face fist', 'right face fist', 'raise hand', 'open hand', 'eye', 'eye', 'person blond hair', 'man', 'man red hair', 'man curly hair', 'man white hair', 'woman red hair', 'person red hair', 'woman curly hair', 'person curly hair', 'woman white hair', 'person white hair', 'woman blond hair', 'man blond hair', 'old man', 'person tip hand', 'man tip hand', 'woman tip hand', 'person raise hand', 'man raise hand', 'woman raise hand', 'person bow', 'man bow', 'woman bow', 'man', 'man cook', 'man office worker', 'person wear turban', 'man wear turban', 'woman wear turban', 'woman feed baby', 'man feed baby', 'person feed baby', 'man', 'man', 'man', 'person get massage', 'man get massage', 'woman get massage', 'person get haircut', 'man get haircut', 'woman get haircut', 'man walk', 'woman walk', 'person stand', 'man stand', 'woman stand', 'person white cane', 'man white cane', 'woman white cane', 'person run', 'man run', 'woman run', 'man dance', 'people bunny ear', 'man steamy room', 'man climb', 'man row boat', 'person bounce ball', 'man bounce ball', 'woman bounce ball', 'person lift weight', 'man lift weight', 'woman lift weight', 'person play water polo', 'man play water polo', 'woman play water polo', 'person take bath', 'person bed', 'people hold hand', 'woman hold hand', 'woman man hold hand', 'men hold hand', 'kiss man man', 'couple heart', 'couple heart woman man', 'couple heart man man', 'couple heart woman woman', 'family man woman boy', 'family man woman girl', 'family man woman girl boy', 'family man woman boy boy', 'family man woman girl girl', 'family man man boy', 'family man man girl', 'family man man girl boy', 'family man man boy boy', 'family man man girl girl', 'family man boy', 'family man girl', 'family man girl boy', 'family man girl girl', 'speak head', 'red hair', 'white hair', 'monkey face', 'dog face', 'cat face', 'black cat', 'tiger face', 'horse face', 'cow face', 'water buffalo', 'pig face', 'mouse face', 'rabbit face', 'front face baby chick', 'dragon face', 'white flower', 'red apple', 'green apple', 'cut meat', 'hot dog', 'soft ice cream', 'hot spring', 'high speed train', 'police car light', 'horizontal traffic light', 'vertical traffic light', 'small airplane', 'one clock', 'new moon', 'first quarter moon', 'full moon', 'last quarter moon', 'new moon face', 'first quarter moon face', 'last quarter moon face', 'full moon face', 'sun face', 'sun behind cloud', 'sun behind small cloud', 'sun behind large cloud', 'sun behind rain cloud', 'wind face', 'umbrella rain drop', 'water wave', 'run shirt', 'pool ball', 'heart suit', 'flower play card', 'short', 'woman clothes', 'man shoe', 'woman hat', 'top hat', 'long drum', 'red paper lantern', 'close book', 'open book', 'green book', 'blue book', 'orange book', 'page face', 'money bag', 'close mailbox lower flag', 'open mailbox lower flag', 'drop blood', 'men room', 'woman room', 'water closet', 'left right arrow', 'right arrow curve left', 'left arrow curve right', 'back arrow', 'dot six point star', 'next track button', 'last track button', 'red question mark', 'white question mark', 'heavy dollar sign', 'hollow red circle', 'eight point star', 'button blood type', 'b button blood type', 'new button', 'button blood type', 'japanese service charge button', 'japanese monthly amount button', 'japanese free charge button', 'japanese free charge button', 'japanese passing grade button', 'japanese open business button', 'red circle', 'yellow circle', 'green circle', 'blue circle', 'brown circle', 'black circle', 'white circle', 'red square', 'yellow square', 'green square', 'blue square', 'brown square', 'black large square', 'white large square', 'black medium square', 'white medium square', 'black medium small square', 'white medium small square', 'black small square', 'white small square', 'large orange diamond', 'large blue diamond', 'small orange diamond', 'small blue diamond', 'red triangle point', 'red triangle point', 'white square button', 'black square button', 'black flag', 'white flag']"
man year die woman wife love girl life day dead give death baby live animal black gay heart white god,"['💌', '💕', '❤️\u200d🔥', '🤎', '🖤', '🤍', '🤚', '🧒', '👦', '👧', '🧑', '👨', '👨\u200d🦰', '👨\u200d🦳', '👩', '👩\u200d🦰', '🧑\u200d🦰', '👩\u200d🦳', '🧑\u200d🦳', '👩\u200d🦲', '🧓', '👴', '👵', '🙅\u200d♀️', '🙆\u200d♂️', '🙆\u200d♀️', '💁\u200d♂️', '💁\u200d♀️', '🙋', '🙋\u200d♂️', '🙋\u200d♀️', '🧏\u200d♂️', '🧏\u200d♀️', '🙇\u200d♀️', '🤦', '🤦\u200d♂️', '🤦\u200d♀️', '👨\u200d⚕️', '👩\u200d⚕️', '👨\u200d🎓', '👩\u200d🎓', '👨\u200d🏫', '👩\u200d🏫', '👨\u200d⚖️', '👩\u200d⚖️', '👨\u200d🌾', '👩\u200d🌾', '👨\u200d🍳', '👩\u200d🍳', '👩\u200d🏭', '👨\u200d💼', '👩\u200d💼', '👩\u200d🔬', '👨\u200d🎤', '👩\u200d🎤', '👨\u200d🎨', '👩\u200d🎨', '👨\u200d✈️', '👩\u200d✈️', '👮\u200d♀️', '💂\u200d♀️', '👷\u200d♀️', '👰\u200d♂️', '🤰', '👩\u200d🍼', '👨\u200d🍼', '🧑\u200d🍼', '🦸\u200d♂️', '🦸\u200d♀️', '🦹\u200d♂️', '🦹\u200d♀️', '🧙\u200d♂️', '🧙\u200d♀️', '🧚\u200d♀️', '🧛\u200d♂️', '🧛\u200d♀️', '🧟\u200d♀️', '💆\u200d♂️', '💆\u200d♀️', '💇\u200d♂️', '💇\u200d♀️', '🚶', '🚶\u200d♂️', '🚶\u200d♀️', '🧍', '🧍\u200d♂️', '🧍\u200d♀️', '🧑\u200d🦯', '👨\u200d🦯', '👩\u200d🦯', '🏃', '🏃\u200d♂️', '🏃\u200d♀️', '💃', '🕺', '🧗\u200d♀️', '🚣\u200d♂️', '🚣\u200d♀️', '🏊\u200d♂️', '🏊\u200d♀️', '🤽\u200d♂️', '🤽\u200d♀️', '🛀', '🛌', '🧑\u200d🤝\u200d🧑', '👭', '👫', '👬', '👩\u200d❤️\u200d💋\u200d👨', '👨\u200d❤️\u200d💋\u200d👨', '👩\u200d❤️\u200d💋\u200d👩', '💑', '👩\u200d❤️\u200d👨', '👨\u200d❤️\u200d👨', '👩\u200d❤️\u200d👩', '👨\u200d👩\u200d👦', '👨\u200d👩\u200d👧', '👨\u200d👩\u200d👧\u200d👦', '👨\u200d👩\u200d👦\u200d👦', '👨\u200d👩\u200d👧\u200d👧', '👨\u200d👨\u200d👦', '👨\u200d👨\u200d👧', '👨\u200d👨\u200d👧\u200d👦', '👨\u200d👨\u200d👦\u200d👦', '👨\u200d👨\u200d👧\u200d👧', '👩\u200d👩\u200d👦', '👩\u200d👩\u200d👧', '👩\u200d👩\u200d👧\u200d👦', '👩\u200d👩\u200d👦\u200d👦', '👩\u200d👩\u200d👧\u200d👧', '👨\u200d👦', '👨\u200d👦\u200d👦', '👨\u200d👧', '👨\u200d👧\u200d👦', '👨\u200d👧\u200d👧', '👩\u200d👦', '👩\u200d👦\u200d👦', '👩\u200d👧', '👩\u200d👧\u200d👦', '👩\u200d👧\u200d👧', '🐥', '🌚', '🎲', '👚', '👒', '🚹', '🚺', '🚸']","['love letter', 'two heart', 'heart fire', 'brown heart', 'black heart', 'white heart', 'raise back hand', 'child', 'boy', 'girl', 'person', 'man', 'man red hair', 'man white hair', 'woman', 'woman red hair', 'person red hair', 'woman white hair', 'person white hair', 'woman bald', 'old person', 'old man', 'old woman', 'woman gesture', 'man gesture ok', 'woman gesture ok', 'man tip hand', 'woman tip hand', 'person raise hand', 'man raise hand', 'woman raise hand', 'deaf man', 'deaf woman', 'woman bow', 'person', 'man', 'woman', 'man health worker', 'woman health worker', 'man student', 'woman student', 'man teacher', 'woman teacher', 'man judge', 'woman judge', 'man farmer', 'woman farmer', 'man cook', 'woman cook', 'woman factory worker', 'man office worker', 'woman office worker', 'woman scientist', 'man singer', 'woman singer', 'man artist', 'woman artist', 'man pilot', 'woman pilot', 'woman police officer', 'woman guard', 'woman construction worker', 'man veil', 'pregnant woman', 'woman feed baby', 'man feed baby', 'person feed baby', 'man', 'woman', 'man', 'woman', 'man', 'woman', 'woman fairy', 'man vampire', 'woman vampire', 'woman zombie', 'man get massage', 'woman get massage', 'man get haircut', 'woman get haircut', 'person walk', 'man walk', 'woman walk', 'person stand', 'man stand', 'woman stand', 'person white cane', 'man white cane', 'woman white cane', 'person run', 'man run', 'woman run', 'woman dance', 'man dance', 'woman climb', 'man row boat', 'woman row boat', 'man swim', 'woman swim', 'man play water polo', 'woman play water polo', 'person take bath', 'person bed', 'people hold hand', 'woman hold hand', 'woman man hold hand', 'men hold hand', 'kiss woman man', 'kiss man man', 'kiss woman woman', 'couple heart', 'couple heart woman man', 'couple heart man man', 'couple heart woman woman', 'family man woman boy', 'family man woman girl', 'family man woman girl boy', 'family man woman boy boy', 'family man woman girl girl', 'family man man boy', 'family man man girl', 'family man man girl boy', 'family man man boy boy', 'family man man girl girl', 'family woman woman boy', 'family woman woman girl', 'family woman woman girl boy', 'family woman woman boy boy', 'family woman woman girl girl', 'family man boy', 'family man boy boy', 'family man girl', 'family man girl boy', 'family man girl girl', 'family woman boy', 'family woman boy boy', 'family woman girl', 'family woman girl boy', 'family woman girl girl', 'front face baby chick', 'new moon face', 'game die', 'woman clothes', 'woman hat', 'men room', 'woman room', 'child cross']"
